gene_id	transcript_id(s)	AtlanticSalmon_RNA_Gill_Immature_Female_R1	AtlanticSalmon_RNA_Gill_Immature_Female_R2	AtlanticSalmon_RNA_Gill_Immature_Female_R3	AtlanticSalmon_RNA_Gill_Immature_Male_R1	AtlanticSalmon_RNA_Gill_Immature_Male_R2	AtlanticSalmon_RNA_Gill_Immature_Male_R3	AtlanticSalmon_RNA_Gill_Mature_Female_R1	AtlanticSalmon_RNA_Gill_Mature_Female_R2	AtlanticSalmon_RNA_Gill_Mature_Female_R3	AtlanticSalmon_RNA_Gill_Mature_Male_R1	AtlanticSalmon_RNA_Gill_Mature_Male_R2	AtlanticSalmon_RNA_Gill_Mature_Male_R3
ENSSSAG00000107771	ENSSSAT00000231748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107772	ENSSSAT00000228545,ENSSSAT00000245763	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107773	ENSSSAT00000158123,ENSSSAT00000168135,ENSSSAT00000193767,ENSSSAT00000201679,ENSSSAT00000219277,ENSSSAT00000224433,ENSSSAT00000230935,ENSSSAT00000234832,ENSSSAT00000240985,ENSSSAT00000246106	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107774	ENSSSAT00000241546	0.72	2.21	1.89	3.17	3.34	1.26	3.12	3.27	4.72	1.92	1.95	0.39
ENSSSAG00000107775	ENSSSAT00000191083	0.40	0.36	0.14	0.65	0.14	0.47	0.27	0.13	0.23	0.14	0.14	0.36
ENSSSAG00000107776	ENSSSAT00000205135	0.00	0.12	0.16	0.06	0.00	0.00	0.18	0.06	0.06	0.17	0.16	0.00
ENSSSAG00000107777	ENSSSAT00000179791	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107778	ENSSSAT00000208215,ENSSSAT00000212662,ENSSSAT00000230817,ENSSSAT00000231791	2.85	3.13	5.42	2.48	2.28	2.76	1.72	3.01	2.36	1.42	1.12	4.20
ENSSSAG00000107779	ENSSSAT00000181589	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107780	ENSSSAT00000228942	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107781	ENSSSAT00000170810	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107782	ENSSSAT00000247420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.05	0.10	0.00
ENSSSAG00000107783	ENSSSAT00000190166,ENSSSAT00000195270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107784	ENSSSAT00000199974	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107785	ENSSSAT00000207396	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107786	ENSSSAT00000170608,ENSSSAT00000196271	0.00	0.02	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.02	0.00
ENSSSAG00000107787	ENSSSAT00000254860	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107788	ENSSSAT00000179381,ENSSSAT00000237344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107789	ENSSSAT00000229818	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107790	ENSSSAT00000158069,ENSSSAT00000204726,ENSSSAT00000222260,ENSSSAT00000234068,ENSSSAT00000241494	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107791	ENSSSAT00000233263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107792	ENSSSAT00000193762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107793	ENSSSAT00000186409	0.33	0.42	0.22	0.12	0.04	0.18	0.41	0.02	1.74	0.11	0.00	0.08
ENSSSAG00000107794	ENSSSAT00000225735	0.03	0.06	0.08	0.21	0.09	0.06	0.17	0.14	0.09	0.25	0.14	0.12
ENSSSAG00000107795	ENSSSAT00000204557	0.41	0.00	0.05	0.15	0.00	0.19	0.00	0.00	0.11	0.10	0.05	0.10
ENSSSAG00000107796	ENSSSAT00000253277	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107797	ENSSSAT00000159664,ENSSSAT00000194904,ENSSSAT00000204953,ENSSSAT00000220323	44.79	46.30	46.24	44.91	50.35	51.62	44.45	60.82	51.71	36.15	38.55	54.91
ENSSSAG00000107798	ENSSSAT00000158970,ENSSSAT00000161558,ENSSSAT00000201928,ENSSSAT00000216132,ENSSSAT00000234206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107799	ENSSSAT00000192983	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.08	0.05	0.08	0.00	0.00
ENSSSAG00000107800	ENSSSAT00000190143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107801	ENSSSAT00000171127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107802	ENSSSAT00000180219	5.05	3.12	3.38	3.95	2.60	3.84	4.38	4.50	4.73	3.72	3.48	3.70
ENSSSAG00000107803	ENSSSAT00000159349,ENSSSAT00000160146,ENSSSAT00000199734,ENSSSAT00000201684,ENSSSAT00000202481	0.20	0.50	0.33	0.43	0.88	0.44	0.37	0.83	0.38	0.12	0.41	0.45
ENSSSAG00000107804	ENSSSAT00000175195,ENSSSAT00000180345,ENSSSAT00000184677,ENSSSAT00000198491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107805	ENSSSAT00000180321,ENSSSAT00000202696	0.06	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.06	0.00	0.00
ENSSSAG00000107806	ENSSSAT00000185851,ENSSSAT00000190744,ENSSSAT00000197443,ENSSSAT00000209251	0.33	0.62	0.41	0.19	0.68	0.43	0.58	0.61	0.91	0.34	0.05	0.26
ENSSSAG00000107807	ENSSSAT00000158862	0.05	0.30	0.27	0.06	0.06	0.27	0.08	0.46	0.06	0.03	0.16	0.00
ENSSSAG00000107808	ENSSSAT00000233630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107809	ENSSSAT00000158581	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107810	ENSSSAT00000109772,ENSSSAT00000140536,ENSSSAT00000228202,ENSSSAT00000245463,ENSSSAT00000250630,ENSSSAT00000250952,ENSSSAT00000251092,ENSSSAT00000251776	0.99	1.31	1.20	1.29	1.53	1.39	1.32	1.51	2.48	0.52	0.59	1.30
ENSSSAG00000107811	ENSSSAT00000187784	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107812	ENSSSAT00000170452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107813	ENSSSAT00000211040,ENSSSAT00000245724,ENSSSAT00000250425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107814	ENSSSAT00000233598	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107815	ENSSSAT00000179318,ENSSSAT00000183249,ENSSSAT00000209688,ENSSSAT00000250447	4.45	1.44	1.35	1.38	2.63	8.80	0.59	0.99	1.22	1.00	0.70	2.08
ENSSSAG00000107816	ENSSSAT00000159922,ENSSSAT00000178767,ENSSSAT00000229063,ENSSSAT00000239442	0.40	1.04	0.68	1.43	0.00	1.67	0.67	0.56	1.54	0.83	0.08	0.14
ENSSSAG00000107817	ENSSSAT00000254580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107818	ENSSSAT00000210446	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107819	ENSSSAT00000135659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107820	ENSSSAT00000170177,ENSSSAT00000194172,ENSSSAT00000203703	0.28	0.19	0.27	0.20	0.31	0.23	1.64	0.20	0.58	0.70	0.59	0.25
ENSSSAG00000107821	ENSSSAT00000172432,ENSSSAT00000181224,ENSSSAT00000195301,ENSSSAT00000207538	2.27	3.56	2.92	2.11	1.14	2.85	3.97	0.80	1.96	2.26	1.30	9.59
ENSSSAG00000107822	ENSSSAT00000158549,ENSSSAT00000178687,ENSSSAT00000220785	8.11	7.39	6.49	7.55	8.00	6.02	10.26	13.20	10.48	8.32	8.18	9.61
ENSSSAG00000107823	ENSSSAT00000219457,ENSSSAT00000221678,ENSSSAT00000249742	0.25	0.42	0.63	1.03	0.96	0.40	0.77	0.39	0.85	0.53	0.30	0.30
ENSSSAG00000107824	ENSSSAT00000241197	6.79	14.38	17.65	9.56	10.56	13.01	11.37	17.34	8.02	11.29	17.63	5.31
ENSSSAG00000107825	ENSSSAT00000236054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107826	ENSSSAT00000167611	0.10	0.20	0.03	0.11	0.18	0.00	0.00	0.10	0.00	0.14	0.04	0.00
ENSSSAG00000107827	ENSSSAT00000222753	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107828	ENSSSAT00000204905	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.03
ENSSSAG00000107829	ENSSSAT00000170087	0.48	0.74	0.46	0.62	0.56	0.87	1.26	0.59	0.60	0.76	0.78	0.26
ENSSSAG00000107830	ENSSSAT00000218628	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00
ENSSSAG00000107831	ENSSSAT00000165963,ENSSSAT00000178276,ENSSSAT00000183199,ENSSSAT00000191847,ENSSSAT00000196195	0.04	0.00	0.03	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00
ENSSSAG00000107832	ENSSSAT00000146616,ENSSSAT00000146625	5.85	7.35	7.58	6.75	8.01	6.10	8.35	7.52	8.85	6.68	6.59	6.56
ENSSSAG00000107833	ENSSSAT00000223888	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107834	ENSSSAT00000219883,ENSSSAT00000237060,ENSSSAT00000243731	1.10	2.26	2.84	4.47	4.59	2.14	5.15	2.25	4.20	6.12	2.16	0.77
ENSSSAG00000107835	ENSSSAT00000253589	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107836	ENSSSAT00000089810,ENSSSAT00000089830,ENSSSAT00000171516	4337.45	3305.65	3546.26	3391.97	3342.04	3954.37	3214.08	2892.51	3004.82	3441.35	3330.67	3546.58
ENSSSAG00000107837	ENSSSAT00000199639	6.36	7.63	4.95	7.26	6.85	3.65	8.06	8.99	8.95	6.14	7.12	5.99
ENSSSAG00000107838	ENSSSAT00000240508	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107839	ENSSSAT00000165882,ENSSSAT00000171319,ENSSSAT00000185106,ENSSSAT00000189529,ENSSSAT00000244650	4.00	3.86	2.25	5.62	1.52	1.92	4.49	2.18	3.90	2.35	1.95	0.53
ENSSSAG00000107840	ENSSSAT00000240230	0.00	0.00	0.00	0.00	0.00	0.75	0.46	0.14	0.59	0.39	0.13	0.00
ENSSSAG00000107841	ENSSSAT00000192437,ENSSSAT00000230439,ENSSSAT00000239604,ENSSSAT00000241678	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107842	ENSSSAT00000227313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107843	ENSSSAT00000204484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107844	ENSSSAT00000184509,ENSSSAT00000197455	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107845	ENSSSAT00000218335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107846	ENSSSAT00000238369	0.85	1.78	1.50	0.87	0.75	0.65	0.52	1.00	0.52	0.72	1.16	0.60
ENSSSAG00000107847	ENSSSAT00000239777	0.00	0.00	0.00	0.05	0.02	0.00	0.00	0.02	0.03	0.00	0.00	0.00
ENSSSAG00000107848	ENSSSAT00000216701	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107849	ENSSSAT00000209439	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107850	ENSSSAT00000170621,ENSSSAT00000180511,ENSSSAT00000201916,ENSSSAT00000208709,ENSSSAT00000227499	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107851	ENSSSAT00000219437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107852	ENSSSAT00000179939,ENSSSAT00000201020,ENSSSAT00000230678,ENSSSAT00000233551	0.38	0.32	0.54	0.30	0.43	0.46	0.27	0.23	0.94	0.70	0.39	0.52
ENSSSAG00000107853	ENSSSAT00000227080,ENSSSAT00000228275	3.25	4.88	4.57	3.84	4.14	3.09	8.08	3.75	7.65	4.92	5.48	2.34
ENSSSAG00000107854	ENSSSAT00000172305,ENSSSAT00000173740,ENSSSAT00000174076,ENSSSAT00000181215	0.64	1.05	4.12	1.44	0.86	2.12	1.36	0.74	4.87	1.10	0.90	3.03
ENSSSAG00000107855	ENSSSAT00000184485	2.65	1.99	1.74	1.87	2.42	2.11	1.53	2.10	1.76	1.97	2.21	1.46
ENSSSAG00000107856	ENSSSAT00000236640	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107857	ENSSSAT00000184036,ENSSSAT00000185842,ENSSSAT00000198603	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107858	ENSSSAT00000242820	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107859	ENSSSAT00000190551,ENSSSAT00000248217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107860	ENSSSAT00000165296,ENSSSAT00000179034,ENSSSAT00000205603,ENSSSAT00000209095,ENSSSAT00000213483,ENSSSAT00000221014,ENSSSAT00000232672	9.51	10.14	9.09	8.56	10.20	9.07	7.73	8.93	9.34	8.35	7.11	7.09
ENSSSAG00000107861	ENSSSAT00000238701	0.00	0.00	0.23	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107862	ENSSSAT00000187263,ENSSSAT00000253745	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.43	0.00	0.00	0.00	0.00
ENSSSAG00000107863	ENSSSAT00000163144,ENSSSAT00000186581,ENSSSAT00000206667,ENSSSAT00000211511,ENSSSAT00000212918,ENSSSAT00000245636	0.20	0.13	0.08	0.06	0.13	0.11	0.12	0.11	0.14	0.12	0.15	0.14
ENSSSAG00000107864	ENSSSAT00000173689,ENSSSAT00000176382,ENSSSAT00000176389,ENSSSAT00000183653,ENSSSAT00000188255,ENSSSAT00000190636,ENSSSAT00000195612,ENSSSAT00000223501	2.62	1.40	0.98	0.77	2.53	2.26	1.63	0.65	2.18	0.59	0.29	1.26
ENSSSAG00000107865	ENSSSAT00000201738	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107866	ENSSSAT00000188870,ENSSSAT00000218045	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107867	ENSSSAT00000205817,ENSSSAT00000212426	4.93	4.57	4.87	4.58	5.81	5.84	3.20	5.03	3.52	1.93	3.84	3.98
ENSSSAG00000107868	ENSSSAT00000201805	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107869	ENSSSAT00000225977	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107870	ENSSSAT00000164598,ENSSSAT00000169302,ENSSSAT00000196791,ENSSSAT00000238134	0.00	0.00	0.00	0.03	0.00	0.00	0.05	0.00	0.03	0.00	0.00	0.00
ENSSSAG00000107871	ENSSSAT00000209326	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107872	ENSSSAT00000179823,ENSSSAT00000181869,ENSSSAT00000189652,ENSSSAT00000244890	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107873	ENSSSAT00000110103,ENSSSAT00000162517,ENSSSAT00000165560,ENSSSAT00000224722,ENSSSAT00000232842	3.17	5.17	5.21	4.82	3.54	2.78	3.69	1.66	3.23	5.00	4.44	1.00
ENSSSAG00000107874	ENSSSAT00000178234	1.31	1.28	1.82	1.14	1.22	1.20	1.69	0.95	1.21	1.29	1.32	0.65
ENSSSAG00000107875	ENSSSAT00000205514	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107876	ENSSSAT00000202061	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107877	ENSSSAT00000186901,ENSSSAT00000209548,ENSSSAT00000222553	0.28	0.32	0.47	0.24	0.52	0.50	0.77	0.82	0.70	0.90	0.34	0.69
ENSSSAG00000107878	ENSSSAT00000224519	397.63	388.55	411.36	528.14	358.92	432.93	318.48	380.97	262.43	296.95	403.89	261.97
ENSSSAG00000107879	ENSSSAT00000142808	864.93	612.08	619.00	610.50	602.68	582.44	575.34	480.58	554.05	593.98	576.50	607.34
ENSSSAG00000107880	ENSSSAT00000249051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107881	ENSSSAT00000254468	26.06	30.94	24.70	31.61	37.34	28.73	24.66	23.05	18.07	23.31	45.11	24.08
ENSSSAG00000107882	ENSSSAT00000185236	43.10	53.02	39.50	31.23	42.96	39.68	26.77	39.77	25.55	25.39	29.99	40.81
ENSSSAG00000107883	ENSSSAT00000158483,ENSSSAT00000184419,ENSSSAT00000222530,ENSSSAT00000230431	5.57	5.09	6.74	4.71	6.14	5.03	5.82	7.43	8.07	5.74	6.19	6.92
ENSSSAG00000107884	ENSSSAT00000178401	2.99	5.54	0.81	2.69	3.33	5.87	1.96	2.58	1.74	3.17	1.27	1.15
ENSSSAG00000107885	ENSSSAT00000171544,ENSSSAT00000187990,ENSSSAT00000238216	0.48	0.74	0.54	0.25	0.40	0.49	1.05	0.31	0.69	0.58	0.30	0.28
ENSSSAG00000107886	ENSSSAT00000215866,ENSSSAT00000224570,ENSSSAT00000245427	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107887	ENSSSAT00000162912	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107888	ENSSSAT00000212348	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107889	ENSSSAT00000173578,ENSSSAT00000233884	0.05	0.18	0.22	0.65	0.12	0.11	0.28	0.06	0.25	0.00	0.28	0.06
ENSSSAG00000107890	ENSSSAT00000228893	0.00	0.00	0.00	0.23	0.00	0.00	0.14	0.14	0.48	0.07	0.22	0.08
ENSSSAG00000107891	ENSSSAT00000101913	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107892	ENSSSAT00000216188	3.08	3.51	3.12	3.11	3.45	3.12	2.45	3.61	3.68	2.81	2.96	2.54
ENSSSAG00000107893	ENSSSAT00000172776	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107894	ENSSSAT00000240318	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107895	ENSSSAT00000208218	0.00	0.00	0.09	0.00	0.00	0.00	0.19	0.00	0.11	0.00	0.00	0.00
ENSSSAG00000107896	ENSSSAT00000235821,ENSSSAT00000241359	0.05	0.06	0.10	0.07	0.04	0.03	0.00	0.05	0.07	0.09	0.06	0.07
ENSSSAG00000107897	ENSSSAT00000188559,ENSSSAT00000213425	0.80	1.26	1.05	1.19	0.94	0.53	0.52	1.58	0.23	0.52	0.42	0.71
ENSSSAG00000107898	ENSSSAT00000215856	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107899	ENSSSAT00000221795	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107900	ENSSSAT00000159609,ENSSSAT00000252307	39.18	29.35	61.74	63.98	34.92	62.01	25.20	41.63	41.61	47.27	47.37	41.05
ENSSSAG00000107901	ENSSSAT00000112723,ENSSSAT00000112764,ENSSSAT00000140888,ENSSSAT00000140901,ENSSSAT00000140908,ENSSSAT00000140913,ENSSSAT00000166636,ENSSSAT00000210725,ENSSSAT00000249527	12.53	9.04	13.40	9.21	10.62	12.00	9.38	8.77	8.76	10.67	9.36	11.32
ENSSSAG00000107902	ENSSSAT00000167140,ENSSSAT00000169552,ENSSSAT00000173961,ENSSSAT00000211281	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00
ENSSSAG00000107903	ENSSSAT00000176133,ENSSSAT00000231182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	1.33
ENSSSAG00000107904	ENSSSAT00000159748,ENSSSAT00000165161,ENSSSAT00000210983,ENSSSAT00000213936,ENSSSAT00000216546	0.19	0.03	0.00	0.03	0.03	0.00	0.00	0.00	0.07	0.00	0.00	0.00
ENSSSAG00000107905	ENSSSAT00000172808,ENSSSAT00000209972	0.07	0.02	0.00	0.02	0.00	0.04	0.00	0.02	0.05	0.04	0.00	0.00
ENSSSAG00000107906	ENSSSAT00000193298	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107907	ENSSSAT00000077843,ENSSSAT00000237187	2.32	2.74	2.30	1.99	2.47	3.03	1.73	2.19	1.94	1.99	1.79	2.08
ENSSSAG00000107908	ENSSSAT00000204962	1.88	6.90	0.00	11.44	8.76	5.25	0.00	6.64	16.27	0.00	0.00	0.00
ENSSSAG00000107909	ENSSSAT00000156870,ENSSSAT00000173188	1.28	2.32	2.98	2.27	1.82	2.06	1.83	1.39	2.05	2.64	1.35	2.17
ENSSSAG00000107910	ENSSSAT00000230138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107911	ENSSSAT00000175340	0.86	1.39	1.60	1.69	2.01	2.11	1.69	1.94	2.46	1.85	1.46	0.76
ENSSSAG00000107912	ENSSSAT00000225328	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107913	ENSSSAT00000223563,ENSSSAT00000244945	0.18	0.50	0.02	0.07	0.45	0.25	0.16	0.22	0.10	0.26	0.41	0.10
ENSSSAG00000107914	ENSSSAT00000027858,ENSSSAT00000225979	3.75	4.24	2.90	1.67	7.33	4.62	3.36	2.38	4.84	0.74	6.26	1.44
ENSSSAG00000107915	ENSSSAT00000176999,ENSSSAT00000196668,ENSSSAT00000234907	0.33	0.00	0.54	0.00	0.19	0.18	0.00	0.00	0.20	0.19	0.00	0.19
ENSSSAG00000107916	ENSSSAT00000120912,ENSSSAT00000170559,ENSSSAT00000191879,ENSSSAT00000201138,ENSSSAT00000217399,ENSSSAT00000243453,ENSSSAT00000243813,ENSSSAT00000247842,ENSSSAT00000252060	4.67	5.48	6.46	5.61	5.83	5.68	6.17	4.90	6.47	5.78	5.57	6.22
ENSSSAG00000107917	ENSSSAT00000175089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107918	ENSSSAT00000186390	0.02	0.02	0.07	0.02	0.04	0.08	0.03	0.05	0.02	0.05	0.01	0.07
ENSSSAG00000107919	ENSSSAT00000103433	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107920	ENSSSAT00000173281	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107921	ENSSSAT00000165899,ENSSSAT00000208253,ENSSSAT00000219325	0.05	0.08	0.08	0.00	0.06	0.10	0.10	0.41	0.09	0.18	0.00	0.21
ENSSSAG00000107922	ENSSSAT00000215647	0.00	0.26	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107923	ENSSSAT00000186935	11.24	0.68	2.09	14.62	16.82	22.98	5.60	2.34	21.19	11.89	2.57	4.48
ENSSSAG00000107924	ENSSSAT00000231693	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107925	ENSSSAT00000029398,ENSSSAT00000186185,ENSSSAT00000186514,ENSSSAT00000204803,ENSSSAT00000207416,ENSSSAT00000211216,ENSSSAT00000214891,ENSSSAT00000231334	10.99	13.69	14.85	13.43	14.73	11.36	11.93	18.28	18.93	14.11	11.72	13.76
ENSSSAG00000107926	ENSSSAT00000226955,ENSSSAT00000233402	0.11	0.14	0.04	0.02	0.09	0.26	0.02	0.04	0.07	0.00	0.02	0.10
ENSSSAG00000107927	ENSSSAT00000211402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000107928	ENSSSAT00000218910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
