chromosome	pos_start	pos_end	age	category
11	30764820	30764921	Teleostei	shared
26	30969121	30969189	Teleostei	shared
11	30764753	30764821	Teleostei	shared
26	31097963	31097978	Teleostei	shared
11	30880805	30880820	Teleostei	shared
26	31097949	31097964	Teleostei	shared
11	30880791	30880806	Teleostei	shared
26	31430629	31430666	Euteleosteomorpha	shared
11	31157123	31157160	Euteleosteomorpha	shared
26	31430273	31430308	Teleostei	shared
11	31156825	31156860	Teleostei	shared
26	31430228	31430274	Euteleosteomorpha	shared
11	31156780	31156826	Euteleosteomorpha	shared
26	31430217	31430229	Euteleosteomorpha	shared
11	31156769	31156781	Euteleosteomorpha	shared
26	31496690	31496714	Neopterygii	shared
11	31229223	31229247	Neopterygii	shared
26	31496642	31496665	Neopterygii	shared
11	31229175	31229198	Neopterygii	shared
26	31605338	31605352	Euteleosteomorpha	shared
11	31335918	31335932	Euteleosteomorpha	shared
26	31605295	31605339	Euteleosteomorpha	shared
11	31335875	31335919	Euteleosteomorpha	shared
26	31605255	31605296	Euteleosteomorpha	shared
11	31335835	31335876	Euteleosteomorpha	shared
26	31659263	31659348	Protacanthopterygii	shared
11	31400265	31400350	Protacanthopterygii	shared
26	31679621	31679700	Protacanthopterygii	shared
11	31421261	31421340	Protacanthopterygii	shared
26	31679495	31679619	Protacanthopterygii	shared
11	31421129	31421259	Protacanthopterygii	shared
26	31678778	31678840	Actinopteri	shared
11	31420416	31420478	Actinopteri	shared
26	31966073	31966089	Protacanthopterygii	shared
11	31619044	31619060	Protacanthopterygii	shared
26	31966037	31966074	Protacanthopterygii	shared
11	31619008	31619045	Protacanthopterygii	shared
26	32036168	32036258	Actinopteri	shared
11	31656386	31656476	Actinopteri	shared
26	32427301	32427377	Teleostei	shared
11	32050596	32050672	Teleostei	shared
26	32448458	32448495	Teleostei	shared
11	32068573	32068610	Teleostei	shared
26	32656838	32656890	Neopterygii	shared
11	32283606	32283658	Neopterygii	shared
26	32656889	32656909	Neopterygii	shared
11	32283657	32283677	Neopterygii	shared
26	32656468	32656507	Neopterygii	shared
11	32283301	32283340	Neopterygii	shared
26	32876158	32876171	Actinopteri	shared
11	32678905	32678918	Actinopteri	shared
26	32876139	32876159	Neopterygii	shared
11	32678886	32678906	Neopterygii	shared
26	32876107	32876140	Actinopteri	shared
11	32678854	32678887	Actinopteri	shared
26	33210651	33210744	Euteleosteomorpha	shared
11	33068508	33068601	Euteleosteomorpha	shared
26	33431467	33431517	Protacanthopterygii	shared
11	33376208	33376258	Protacanthopterygii	shared
26	33446455	33446467	Clupeocephala	shared
11	33391925	33391937	Clupeocephala	shared
26	33454210	33454310	Protacanthopterygii	shared
11	33399292	33399384	Protacanthopterygii	shared
26	33622948	33623081	Teleostei	shared
11	33506824	33506957	Teleostei	shared
26	33623436	33623518	Euteleosteomorpha	shared
11	33507312	33507394	Euteleosteomorpha	shared
26	33623517	33623546	Euteleosteomorpha	shared
11	33507393	33507422	Euteleosteomorpha	shared
26	34825955	34825986	Euteleosteomorpha	shared
11	34701832	34701863	Euteleosteomorpha	shared
26	35252195	35252208	Teleostei	shared
11	35126297	35126310	Teleostei	shared
26	35252131	35252196	Teleostei	shared
11	35126233	35126298	Teleostei	shared
26	35569281	35569466	Euteleostomi	shared
11	35371392	35371577	Euteleostomi	shared
26	35569154	35569247	Neopterygii	shared
11	35371265	35371358	Neopterygii	shared
26	35568977	35569009	Actinopteri	shared
11	35370983	35371015	Actinopteri	shared
26	35568964	35568978	Actinopteri	shared
11	35370970	35370984	Actinopteri	shared
26	35673411	35673421	Teleostei	shared
11	35426434	35426444	Teleostei	shared
26	35673389	35673406	Teleostei	shared
11	35426412	35426429	Teleostei	shared
26	35673362	35673390	Teleostei	shared
11	35426385	35426413	Teleostei	shared
26	35672880	35672921	Teleostei	shared
11	35425941	35425982	Teleostei	shared
26	35746044	35746110	Actinopteri	shared
11	35501019	35501085	Actinopteri	shared
26	36249369	36249393	Euteleosteomorpha	shared
11	35972462	35972486	Euteleosteomorpha	shared
26	36249028	36249087	Protacanthopterygii	shared
11	35972121	35972180	Protacanthopterygii	shared
26	36339060	36339086	Teleostei	shared
11	36056027	36056053	Teleostei	shared
26	37850948	37850961	Teleostei	shared
11	37387481	37387494	Teleostei	shared
26	37850913	37850949	Teleostei	shared
11	37387446	37387482	Teleostei	shared
26	37850868	37850914	Teleostei	shared
11	37387401	37387447	Teleostei	shared
26	37850822	37850869	Teleostei	shared
11	37387355	37387402	Teleostei	shared
26	38123969	38124056	Euteleosteomorpha	shared
11	37542938	37543025	Euteleosteomorpha	shared
26	38740732	38740791	Euteleostomi	shared
11	38042178	38042237	Euteleostomi	shared
26	38740722	38740733	Euteleostomi	shared
11	38042168	38042179	Euteleostomi	shared
26	38740711	38740723	Euteleostomi	shared
11	38042157	38042169	Euteleostomi	shared
26	38740653	38740671	Euteleostomi	shared
11	38042099	38042117	Euteleostomi	shared
26	38740640	38740654	Euteleostomi	shared
11	38042086	38042100	Euteleostomi	shared
26	39226149	39226175	Euteleosteomorpha	shared
11	38534622	38534648	Euteleosteomorpha	shared
26	39478970	39478981	Teleostei	shared
11	38834908	38834919	Teleostei	shared
26	39478957	39478971	Teleostei	shared
11	38834895	38834909	Teleostei	shared
26	39489323	39489358	Euteleostomi	shared
11	38846028	38846063	Euteleostomi	shared
26	40579659	40579740	Actinopteri	shared
11	39684458	39684539	Actinopteri	shared
26	40580077	40580099	Teleostei	shared
11	39684877	39684899	Teleostei	shared
26	40870901	40870964	Euteleosteomorpha	shared
11	39777980	39778043	Euteleosteomorpha	shared
26	41059883	41059969	Teleostei	shared
11	39963744	39963830	Teleostei	shared
26	41060042	41060060	Teleostei	shared
11	39963903	39963921	Teleostei	shared
26	41060470	41060485	Teleostei	shared
11	39964334	39964349	Teleostei	shared
26	41060484	41060559	Teleostei	shared
11	39964348	39964423	Teleostei	shared
26	41060709	41060733	Teleostei	shared
11	39964573	39964597	Teleostei	shared
26	41104877	41104889	Teleostei	shared
11	40004769	40004781	Teleostei	shared
26	41104904	41104916	Teleostei	shared
11	40004796	40004808	Teleostei	shared
26	41104922	41104977	Teleostei	shared
11	40004814	40004869	Teleostei	shared
26	41105060	41105072	Teleostei	shared
11	40004952	40004964	Teleostei	shared
26	41105071	41105108	Neopterygii	shared
11	40004963	40005000	Neopterygii	shared
26	41111364	41111449	Actinopteri	shared
11	40011597	40011683	Actinopteri	shared
26	41111453	41111464	Actinopteri	shared
11	40011687	40011698	Actinopteri	shared
26	41245465	41245529	Teleostei	shared
11	40099668	40099732	Teleostei	shared
26	41953418	41953457	Protacanthopterygii	shared
11	40661681	40661720	Protacanthopterygii	shared
26	41953456	41953504	Clupeocephala	shared
11	40661719	40661767	Clupeocephala	shared
26	42574579	42574595	Actinopteri	shared
11	41125621	41125637	Actinopteri	shared
26	42574240	42574261	Actinopteri	shared
11	41125286	41125307	Actinopteri	shared
26	42574198	42574235	Actinopteri	shared
11	41125244	41125281	Actinopteri	shared
26	42574083	42574101	Actinopteri	shared
11	41125129	41125147	Actinopteri	shared
26	42573854	42573871	Actinopteri	shared
11	41124901	41124918	Actinopteri	shared
26	42573823	42573835	Actinopteri	shared
11	41124870	41124882	Actinopteri	shared
26	42573662	42573815	Actinopteri	shared
11	41124709	41124862	Actinopteri	shared
26	42573619	42573636	Actinopteri	shared
11	41124666	41124683	Actinopteri	shared
26	42573521	42573540	Actinopteri	shared
11	41124568	41124587	Actinopteri	shared
26	42578969	42579008	Actinopteri	shared
11	41130096	41130135	Actinopteri	shared
26	42580436	42580468	Clupeocephala	shared
11	41131656	41131688	Clupeocephala	shared
26	42580138	42580179	Clupeocephala	shared
11	41131355	41131396	Clupeocephala	shared
26	42580097	42580131	Teleostei	shared
11	41131314	41131348	Teleostei	shared
26	42648528	42648539	Actinopteri	shared
11	41288806	41288817	Actinopteri	shared
26	42648017	42648030	Neopterygii	shared
11	41288169	41288182	Neopterygii	shared
26	42647660	42647675	Neopterygii	shared
11	41287807	41287822	Neopterygii	shared
26	42654586	42654674	Actinopteri	shared
11	41291237	41291325	Actinopteri	shared
26	42657498	42657514	Teleostei	shared
11	41292935	41292951	Teleostei	shared
26	42706562	42706673	Actinopteri	shared
11	41335194	41335305	Actinopteri	shared
26	42706334	42706351	Actinopteri	shared
11	41334966	41334983	Actinopteri	shared
26	42706310	42706334	Actinopteri	shared
11	41334942	41334966	Actinopteri	shared
26	42706270	42706283	Neopterygii	shared
11	41334902	41334915	Neopterygii	shared
26	42706246	42706262	Neopterygii	shared
11	41334878	41334894	Neopterygii	shared
26	42881419	42881442	Euteleosteomorpha	shared
11	41459186	41459209	Euteleosteomorpha	shared
26	42881338	42881348	Teleostei	shared
11	41459092	41459102	Teleostei	shared
26	42881140	42881182	Neopterygii	shared
11	41458894	41458936	Neopterygii	shared
26	43441836	43441896	Protacanthopterygii	shared
11	41971090	41971150	Protacanthopterygii	shared
26	43441802	43441837	Teleostei	shared
11	41971056	41971091	Teleostei	shared
26	43448873	43448943	Protacanthopterygii	shared
11	41973741	41973811	Protacanthopterygii	shared
26	43495611	43495622	Actinopteri	shared
11	41996196	41996207	Actinopteri	shared
26	43495554	43495566	Neopterygii	shared
11	41996140	41996152	Neopterygii	shared
26	43544617	43544646	Actinopteri	shared
11	42153822	42153851	Actinopteri	shared
26	43544544	43544616	Actinopteri	shared
11	42153749	42153821	Actinopteri	shared
26	43549799	43549900	Actinopteri	shared
11	42157296	42157397	Actinopteri	shared
26	43549548	43549561	Actinopteri	shared
11	42157045	42157058	Actinopteri	shared
26	43549493	43549548	Actinopteri	shared
11	42156990	42157045	Actinopteri	shared
26	43549402	43549418	Neopterygii	shared
11	42156899	42156915	Neopterygii	shared
26	43558863	43558908	Clupeocephala	shared
11	42163269	42163314	Clupeocephala	shared
26	43558349	43558367	Teleostei	shared
11	42162736	42162754	Teleostei	shared
26	43558334	43558350	Teleostei	shared
11	42162721	42162737	Teleostei	shared
26	43558316	43558330	Teleostei	shared
11	42162703	42162717	Teleostei	shared
26	43558201	43558317	Euteleostomi	shared
11	42162588	42162704	Euteleostomi	shared
26	43600433	43600459	Actinopteri	shared
11	42307663	42307689	Actinopteri	shared
26	43600390	43600429	Actinopteri	shared
11	42307620	42307659	Actinopteri	shared
26	43623416	43623451	Neopterygii	shared
11	42329487	42329522	Neopterygii	shared
26	43623348	43623415	Neopterygii	shared
11	42329420	42329486	Neopterygii	shared
26	43623180	43623223	Teleostei	shared
11	42329252	42329295	Teleostei	shared
26	44388340	44388360	Euteleosteomorpha	shared
11	43260098	43260118	Euteleosteomorpha	shared
26	44388308	44388341	Euteleosteomorpha	shared
11	43260066	43260099	Euteleosteomorpha	shared
26	44388009	44388094	Teleostei	shared
11	43259387	43259472	Teleostei	shared
26	44387974	44388010	Teleostei	shared
11	43259352	43259388	Teleostei	shared
26	44387460	44387514	Teleostei	shared
11	43258834	43258888	Teleostei	shared
26	44814875	44814891	Euteleosteomorpha	shared
11	43634387	43634403	Euteleosteomorpha	shared
26	44814793	44814830	Teleostei	shared
11	43634305	43634342	Teleostei	shared
26	44814626	44814662	Euteleosteomorpha	shared
11	43634138	43634174	Euteleosteomorpha	shared
26	44814610	44814627	Euteleosteomorpha	shared
11	43634122	43634139	Euteleosteomorpha	shared
26	44814589	44814605	Euteleosteomorpha	shared
11	43634101	43634117	Euteleosteomorpha	shared
26	45186501	45186528	Clupeocephala	shared
11	43802565	43802592	Clupeocephala	shared
26	45186447	45186474	Clupeocephala	shared
11	43802511	43802538	Clupeocephala	shared
26	45925353	45925379	Teleostei	shared
11	44356695	44356721	Teleostei	shared
26	45951050	45951110	Protacanthopterygii	shared
11	44379770	44379830	Protacanthopterygii	shared
26	46420228	46420287	Actinopteri	shared
11	45055693	45055752	Actinopteri	shared
26	46420183	46420229	Neopterygii	shared
11	45055648	45055694	Neopterygii	shared
26	46439364	46439392	Euteleostomi	shared
11	45066182	45066210	Euteleostomi	shared
26	46469300	46469362	Protacanthopterygii	shared
11	45094470	45094532	Protacanthopterygii	shared
26	46469142	46469183	Teleostei	shared
11	45094312	45094353	Teleostei	shared
26	47334425	47334491	Protacanthopterygii	shared
11	46610472	46610540	Protacanthopterygii	shared
26	49823999	49824028	Euteleosteomorpha	shared
11	49505787	49505816	Euteleosteomorpha	shared
26	50061663	50061760	Protacanthopterygii	shared
11	49861960	49862057	Protacanthopterygii	shared
26	52296562	52296584	Actinopteri	shared
11	53413756	53413778	Actinopteri	shared
26	5354239	5354280	Protacanthopterygii	shared
11	5113175	5113216	Protacanthopterygii	shared
26	5354222	5354240	Euteleosteomorpha	shared
11	5113158	5113176	Euteleosteomorpha	shared
26	5407074	5407148	Teleostei	shared
11	5139988	5140062	Teleostei	shared
26	5406799	5406830	Protacanthopterygii	shared
11	5139727	5139758	Protacanthopterygii	shared
26	5442083	5442097	Euteleosteomorpha	shared
11	5209039	5209053	Euteleosteomorpha	shared
26	5452714	5452766	Clupeocephala	shared
11	5219792	5219844	Clupeocephala	shared
26	5452188	5452252	Euteleosteomorpha	shared
11	5218868	5218932	Euteleosteomorpha	shared
26	5451975	5451990	Euteleosteomorpha	shared
11	5218620	5218637	Euteleosteomorpha	shared
26	5451743	5451863	Euteleostomi	shared
11	5218389	5218509	Euteleostomi	shared
26	5477655	5477667	Euteleosteomorpha	shared
11	5240249	5240261	Euteleosteomorpha	shared
26	5477106	5477656	Euteleosteomorpha	shared
11	5239691	5240250	Euteleosteomorpha	shared
26	5476807	5476836	Euteleosteomorpha	shared
11	5239472	5239501	Euteleosteomorpha	shared
26	5476788	5476801	Euteleosteomorpha	shared
11	5239453	5239466	Euteleosteomorpha	shared
26	7160033	7160053	Protacanthopterygii	shared
11	6789950	6789968	Protacanthopterygii	shared
26	7160052	7160130	Protacanthopterygii	shared
11	6789967	6790045	Protacanthopterygii	shared
26	7160215	7160242	Protacanthopterygii	shared
11	6790125	6790152	Protacanthopterygii	shared
26	8464891	8464966	Euteleosteomorpha	shared
11	7954917	7954992	Euteleosteomorpha	shared
26	8961731	8961798	Euteleosteomorpha	shared
11	8293474	8293541	Euteleosteomorpha	shared
26	8967365	8967453	Protacanthopterygii	shared
11	8298125	8298215	Protacanthopterygii	shared
26	9157733	9157758	Euteleosteomorpha	shared
11	8523506	8523531	Euteleosteomorpha	shared
26	9157696	9157734	Euteleosteomorpha	shared
11	8523469	8523507	Euteleosteomorpha	shared
26	9157565	9157636	Teleostei	shared
11	8523338	8523409	Teleostei	shared
26	9267362	9267387	Clupeocephala	shared
11	8675693	8675718	Clupeocephala	shared
26	9267333	9267363	Clupeocephala	shared
11	8675664	8675694	Clupeocephala	shared
26	9657390	9657413	Clupeocephala	shared
11	9113655	9113678	Clupeocephala	shared
26	9657346	9657391	Euteleosteomorpha	shared
11	9113611	9113656	Euteleosteomorpha	shared
26	9657294	9657347	Euteleosteomorpha	shared
11	9113559	9113612	Euteleosteomorpha	shared
26	9657233	9657295	Euteleosteomorpha	shared
11	9113498	9113560	Euteleosteomorpha	shared
26	9657188	9657234	Euteleosteomorpha	shared
11	9113453	9113499	Euteleosteomorpha	shared
26	9657145	9657182	Euteleosteomorpha	shared
11	9113409	9113447	Euteleosteomorpha	shared
27	10237431	10237475	Euteleosteomorpha	shared
14	64143892	64143936	Euteleosteomorpha	shared
27	10237153	10237235	Euteleosteomorpha	shared
14	64143628	64143710	Euteleosteomorpha	shared
27	11141213	11141227	Teleostei	shared
14	65479126	65479140	Teleostei	shared
27	11141035	11141055	Neopterygii	shared
14	65478942	65478962	Neopterygii	shared
27	11141016	11141036	Neopterygii	shared
14	65478923	65478943	Neopterygii	shared
27	11140990	11141017	Neopterygii	shared
14	65478899	65478924	Neopterygii	shared
27	11140950	11140980	Neopterygii	shared
14	65478859	65478889	Neopterygii	shared
27	11148491	11148506	Protacanthopterygii	shared
14	65495916	65495931	Protacanthopterygii	shared
27	11148374	11148492	Teleostei	shared
14	65495796	65495917	Teleostei	shared
27	11496236	11496323	Euteleosteomorpha	shared
14	65796499	65796586	Euteleosteomorpha	shared
27	11956589	11956665	Protacanthopterygii	shared
14	66301760	66301836	Protacanthopterygii	shared
27	12900908	12900922	Actinopteri	shared
14	67131562	67131576	Actinopteri	shared
27	1320144	1320165	Euteleosteomorpha	shared
14	57531797	57531818	Euteleosteomorpha	shared
